CSVv2;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula
1, incl, up_uncorrelated, 2, 0, 2.4, 440, 600, 0, 1, "1.24076271" 
1, incl, up_uncorrelated, 2, 0, 2.4, 600, 1000, 0, 1, "1.46522915" 
2, incl, central, 2, 0, 2.4, 20, 1000, 0, 1, "0.688619+260.84/(x*x)" 
2, incl, down, 2, 0, 2.4, 20, 1000, 0, 1, "(0.688619+260.84/(x*x))*(1-(0.144982+0.000116685*x+-1.0021e-07*x*x))" 
2, incl, up, 2, 0, 2.4, 20, 1000, 0, 1, "(0.688619+260.84/(x*x))*(1+(0.144982+0.000116685*x+-1.0021e-07*x*x))" 
2, incl, down_correlated, 2, 0, 2.4, 30, 80, 0, 1, "0.72708645" 
2, incl, down_correlated, 2, 0, 2.4, 80, 140, 0, 1, "0.60921324" 
2, incl, down_correlated, 2, 0, 2.4, 140, 240, 0, 1, "0.59536429" 
2, incl, down_correlated, 2, 0, 2.4, 240, 440, 0, 1, "0.58969913" 
2, incl, down_correlated, 2, 0, 2.4, 440, 600, 0, 1, "0.58776394" 
2, incl, down_correlated, 2, 0, 2.4, 600, 1000, 0, 1, "0.59606141" 
2, incl, down_uncorrelated, 2, 0, 2.4, 30, 80, 0, 1, "0.71558770" 
2, incl, down_uncorrelated, 2, 0, 2.4, 80, 140, 0, 1, "0.63894559" 
2, incl, down_uncorrelated, 2, 0, 2.4, 140, 240, 0, 1, "0.62501066" 
2, incl, down_uncorrelated, 2, 0, 2.4, 240, 440, 0, 1, "0.62026011" 
2, incl, down_uncorrelated, 2, 0, 2.4, 440, 600, 0, 1, "0.61892996" 
2, incl, down_uncorrelated, 2, 0, 2.4, 600, 1000, 0, 1, "0.61843337" 
2, incl, up_correlated, 2, 0, 2.4, 30, 80, 0, 1, "0.86751845" 
2, incl, up_correlated, 2, 0, 2.4, 80, 140, 0, 1, "0.81460352" 
2, incl, up_correlated, 2, 0, 2.4, 140, 240, 0, 1, "0.79740009" 
2, incl, up_correlated, 2, 0, 2.4, 240, 440, 0, 1, "0.79247920" 
2, incl, up_correlated, 2, 0, 2.4, 440, 600, 0, 1, "0.79145031" 
2, incl, up_correlated, 2, 0, 2.4, 600, 1000, 0, 1, "0.78204624" 
2, incl, up_uncorrelated, 2, 0, 2.4, 30, 80, 0, 1, "0.87901720" 
2, incl, up_uncorrelated, 2, 0, 2.4, 80, 140, 0, 1, "0.78487118" 
2, incl, up_uncorrelated, 2, 0, 2.4, 140, 240, 0, 1, "0.76775372" 
2, incl, up_uncorrelated, 2, 0, 2.4, 240, 440, 0, 1, "0.76191822" 
2, incl, up_uncorrelated, 2, 0, 2.4, 440, 600, 0, 1, "0.76028428" 
2, incl, up_uncorrelated, 2, 0, 2.4, 600, 1000, 0, 1, "0.75967428" 
